Player,Nation,Pos,DF,FW,MF,GK,Squad,Top5,Bot5,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1-Mar,PPA,CrsPA,Prog,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,W,D,L,Performance CS,Performance CS%,Performance PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%
A. Nsereko,Byasier Pujan,MF,0,0,1,0,Fighting Cougars,No,No,21,1999,0.17,0.04,0.07,0.07,0,-0.05,0.05,0,0,0,-0.02,-0.04,-0.07,0.09,0.03,0,-0.03,-0.01,40.03,59.98,66.78,439.94,79.95,39.93,50.07,80.02,0.08,0.06,0,-0.01,9.99,-0.02,0.05,-0.02,0.03,-0.04,0.04,9.96,0.05,9.97,-0.01,0.02,-0.08,-0.02,-0.08,0.08,-0.03,0,0.07,0.04,-0.09,0,-0.03,0.01,0.08,0.08,-0.03,-0.04,-0.01,0.06,-0.03,0,-0.01,,,,,,,,,,,,,,,,,,,
H. Gaillard,Byasier Pujan,MF,0,0,1,0,Fighting Cougars,No,No,23,1997,3.96,0.05,0.07,0.08,0,0.05,0.09,0,0,0,-0.03,0.07,-0.1,-0.03,0.06,0,-0.03,-0.07,60.86,68.9,88.14,1055.84,263.33,27.14,31.42,86.25,27.71,28.51,97.31,4.79,6.44,76.05,-0.07,0.03,-0.14,1.01,6.47,1.09,0.03,4.62,1.74,1.33,0.8,0.82,0.32,0.19,0.57,49.91,0.33,17.41,7.42,42.67,4.12,8.16,5.21,1.25,-0.02,-0.01,1.28,1.99,3.83,1.33,-0.06,,,,,,,,,,,,,,,,,,,
V. Waswa,Byasier Pujan,MF,0,0,1,0,Fighting Cougars,No,No,30,1990,3.97,0.71,2.52,1.09,39.96,2.41,1.02,0.29,0.67,14.92,-0.02,-0.04,0.04,0.55,0.49,0.14,0.23,0.31,26.95,31.33,86.3,448.46,102.23,13.34,15.08,88.39,9.71,11.02,88.6,2.8,3.52,78.6,-0.02,0.07,-0.11,0.53,2.44,0.45,-0.02,3.72,1.74,0.68,0.57,0.8,0.45,0,0.6,-0.08,0.55,17.33,5.1,29.04,5.23,8.03,3.94,1,0.26,0.05,0.69,1.23,2.92,0.22,-0.05,,,,,,,,,,,,,,,,,,,
W. Nabuuma,Byasier Pujan,MF,0,0,1,0,Fighting Cougars,No,No,29,1991,2.64,-0.05,0.37,0.06,0.06,0.42,-0.03,-0.07,0,20.62,0.1,0.02,-0.07,0.07,-0.06,-0.03,-0.07,-0.09,48.71,58.89,82.93,903.82,178.56,20.34,23.52,86.81,22.36,25.34,87.92,5.33,8.48,63.53,0.08,0.12,0.04,0.73,5.37,0.03,0.09,1.49,1.55,1.07,0.02,1.49,0.01,0.48,2,20.07,1.55,20.02,6.17,30.82,4.69,12.72,2.63,1.55,0.45,-0.05,1.21,0.85,2.22,2.78,-0.04,,,,,,,,,,,,,,,,,,,
X. Abramov,Byasier Pujan,MF,0,0,1,0,Fighting Cougars,No,No,18,2002,1.1,-0.05,1.62,-0.07,0.07,1.67,0.06,0.1,0,23,-0.07,0.01,0.08,0.07,0.01,-0.01,0.01,-0.03,70.81,79.26,89.55,1105.84,326.69,34.18,34.9,97.61,31.75,34.98,90.51,2.44,4.17,59.95,-0.02,-0.03,0.03,0.79,6.66,2.51,0.03,9.93,3.28,0.77,1.76,1.77,0.07,0.81,3.27,24.97,2.52,26.71,4.99,18.84,11.79,10.06,5.07,2.4,0.8,-0.01,1.61,1.73,5.09,0.74,0.02,,,,,,,,,,,,,,,,,,,
Aggregate,Byasier Pujan,,,,,,,No,,550,41873,43.82,2.19,22.13,5.29,398.61,21.72,5.14,0.9,2.22,251.11,0.52,0.46,0.12,2.42,2.68,1.25,-0.73,-0.39,924.77,1162.34,1680.45,16228.13,4754.48,429.47,492.82,1825.69,384.73,452.6,1687.85,86.72,170.54,1290.04,3.26,2.52,0.96,17.23,72.16,27.05,4.36,93.65,29.18,15.08,13.02,13.77,2.64,8.37,32.73,565.48,24.5,397.76,131.74,659.91,110.74,174.81,111.65,23.98,6.93,0.06,16.59,18.7,47.58,23.99,-0.1,4.07,3.97,359.95,4.09,1.02,0.93,3.04,1.98,66.79,0.7,-0.04,0.27,0.58,50,-0.04,0.09,0.05,-0.08,0
C. Magombo,Djipines,DF,1,0,0,0,Fighting Cougars,No,No,23,1997,4.07,-0.03,0.34,0.3,100,0.24,0.19,-0.04,0,13.35,-0.01,-0.06,-0.06,0.06,-0.01,0.08,0.08,-0.05,25.51,29.27,87.26,578.92,146.75,5.53,5.91,91.72,15.43,16.83,92.43,4.27,6.01,70.89,0.03,0.02,-0.2,0.18,0.75,0.01,-0.01,0.52,0.48,0.57,0.31,0.17,0.06,0.32,0.83,33.33,0.53,10.59,2.91,28.56,7.76,2.73,0.04,1.77,1.25,-0.05,0.5,2.35,2.82,6.45,-0.01,,,,,,,,,,,,,,,,,,,
F. Nassolo,Djipines,DF,1,0,0,0,Fighting Cougars,No,No,19,2001,1.44,-0.05,0.02,-0.08,0,-0.07,0.07,0,0,0,0.02,0.06,-0.03,-0.04,0.09,0,-0.1,-0.09,40.61,49.31,82.48,792.01,260.68,23.25,23.33,100.08,10.64,13.95,76.12,6.76,10.67,62.49,-0.01,0.13,-0.11,0.74,5.96,0.75,0.07,3.92,0.03,-0.03,0.03,-0.03,0.03,-0.03,2.05,0.04,2,13.94,2.03,14.29,8.74,4.62,0.64,1.98,-0.02,-0.08,1.97,1.35,1.35,3.28,0.59,,,,,,,,,,,,,,,,,,,
H. Namara,Djipines,DF,1,0,0,0,Fighting Cougars,No,No,25,1995,3.48,0.3,0.59,0.26,50,0.54,0.37,0.45,1.05,13.84,-0.1,0.02,0.08,0.02,0.02,0.12,0.2,0.26,28.54,35.23,80.74,566.21,259.76,13.29,13.55,97.71,11.51,14.16,81.23,3.54,6.45,54.45,-0.02,-0.01,-0.06,0.36,2.31,0.21,0.03,3,0.5,0.24,0.23,0.03,0.29,0.27,0.53,50.01,0.25,6.78,1.73,26.13,4.03,1.81,0.85,2.72,0.9,-0.04,1.81,0.39,0.79,1.56,0.04,,,,,,,,,,,,,,,,,,,
M. Tang,Djipines,DF,1,0,0,0,Fighting Cougars,No,No,27,1993,3.2,0.06,0.93,0.02,-0.04,0.93,0.1,0.07,0,19.22,0.06,0.06,-0.06,0.01,0.1,0.06,-0.07,0.04,27.72,38.67,71.69,529.7,183.81,10.61,11.89,89.2,13.99,19.07,72.94,3.25,6.79,47.67,0.03,-0.07,0.03,0.05,1.05,0.61,0.38,2.2,1.98,0.62,1.67,0.04,0.32,1.2,1.62,79.97,0.33,14.73,2.51,17.46,6.74,5.41,2.62,2.24,1.34,0.07,0.98,0.73,2.59,4.85,0.09,,,,,,,,,,,,,,,,,,,
N. Dekker,Djipines,DF,1,0,0,0,Fighting Cougars,No,No,23,1997,2.97,0.01,0.24,0.01,0,0.31,-0.09,-0.06,0,13.97,-0.02,-0.08,0.07,-0.01,0,0.1,-0.09,0.01,25.79,29.04,88.43,624.4,215.21,4.35,4.9,86.76,14.79,14.78,100.05,6.77,9.24,71.34,0.01,-0.03,0.04,0.03,2.3,-0.07,-0.05,1.62,2.41,1.31,2.07,0.34,0.09,1.28,1.34,99.91,-0.03,11.08,3.62,33.26,7.42,3.63,0.06,3.04,2.07,0.04,1.07,1.38,3.69,6.69,0.04,,,,,,,,,,,,,,,,,,,
T. Alowo,Djipines,DF,1,0,0,0,Fighting Cougars,No,No,31,1989,1.09,-0.05,0.92,-0.09,0.01,1.04,0.03,0.09,0,9.25,-0.07,0.04,-0.02,0.16,0.02,0.03,-0.02,-0.19,25.07,30.06,83.37,494.06,123.08,8.07,8.09,99.91,14.05,15.06,93.34,3.09,6.91,42.82,0.07,0.07,-0.07,0.06,0.04,0.07,0.07,-0.02,0.91,0.04,1,0.05,-0.09,0.99,2.06,50.01,1.04,9.02,3.06,33.27,4.91,3.93,-0.03,-0.06,-0.04,-0.05,0,0.02,1.02,4.02,-0.03,,,,,,,,,,,,,,,,,,,
I. binti Omar,Djipines,DFMF,1,0,0,0,Fighting Cougars,No,No,20,2000,0.87,0.01,-0.09,0.05,0,-0.08,-0.01,0,0,0,-0.05,-0.04,-0.09,-0.09,0.05,0,-0.02,0.03,33.85,38.73,87.19,694.91,197.52,8.67,8.65,99.93,17.47,19.91,87.43,6.2,8.73,71.44,0.1,0.04,-0.06,1.29,3.68,1.34,-0.05,4.91,5.02,3.85,1.26,1.31,2.41,2.41,2.52,100.07,-0.09,13.8,5.1,36.33,6.23,7.6,0.02,2.58,1.34,-0.05,1.2,1.17,6.15,5.03,-0.08,,,,,,,,,,,,,,,,,,,
L. Ningsih,Djipines,FW,0,1,0,0,Fighting Cougars,No,No,22,1999,0.11,0.09,0.07,-0.07,0,0.09,-0.06,0,0,0,0.05,0.07,-0.09,0.02,0.02,0,-0.05,0.03,49.97,50.08,100.02,670.01,140.01,29.96,30.03,99.92,9.93,9.94,100,0.02,-0.07,0,-0.03,-0.07,0.02,0.05,-0.09,-0.07,0.01,0.08,0.04,0.09,-0.03,0.05,-0.02,0.05,-0.02,0,0.05,30.08,-0.01,0.1,-0.09,9.92,20.04,-0.04,-0.09,0.01,-0.09,0.04,-0.09,-0.04,0.03,,,,,,,,,,,,,,,,,,,
C. Mawejje,Djipines,FWMF,0,1,0,0,Fighting Cougars,No,No,23,1997,0.36,0.03,0.01,0.03,0,-0.06,0.06,0,0,0,-0.08,-0.08,-0.06,0.04,-0.08,0,-0.07,0.09,12.59,20.03,62.57,280.02,52.48,2.54,4.98,50.04,7.56,7.45,100.02,2.52,5.1,49.99,-0.07,0,-0.02,0.09,0.09,-0.09,0.03,-0.08,-0.01,-0.09,0.01,-0.02,0.09,-0.05,-0.04,0,-0.06,15.08,2.53,16.75,2.57,-0.01,12.51,7.51,2.43,0.07,5.1,-0.06,0.01,2.49,-0.06,,,,,,,,,,,,,,,,,,,
F. Alupo,Djipines,FWMF,0,1,0,0,Fighting Cougars,No,No,28,1992,3.29,0.33,1.85,0.61,33.35,1.91,0.61,0.21,0.57,8.67,-0.07,-0.09,0.04,0.12,0.22,0.03,0.26,0.23,10.01,16.69,60.43,145.33,20.95,6.9,9.13,75.99,1.95,3.41,54.6,0.96,2.14,42.95,0,0.05,0.03,-0.07,0.57,0.37,0.08,0.65,0.05,0.05,-0.02,0.01,-0.03,-0.06,1,0.1,0.9,15.54,3.78,23.95,0.94,10.03,4.69,0.27,-0.05,0.09,0.36,0.23,0.28,2.09,0.04,,,,,,,,,,,,,,,,,,,
H. Brun,Djipines,GK,0,0,0,1,Fighting Cougars,No,No,27,1993,4.09,-0.02,-0.04,0.05,0,0.03,-0.07,0,0,0,0.04,0.09,-0.01,-0.02,0,0,0.07,0.07,19.49,31.21,62.39,752.04,551.52,2.71,2.72,99.92,6.58,6.45,100,10.37,22.05,46.57,-0.07,-0.07,0,-0.02,1.3,-0.08,0.09,0,0.09,-0.06,-0.04,0.08,0.03,0,0.05,0,-0.09,0.07,0.02,0,-0.06,0.09,0.03,0,-0.01,-0.05,0.08,0.01,0.08,-0.06,0.01,3.96,3.96,360.09,3.94,1.57,1.41,6.08,4.47,74.96,0.29,0.21,0.55,0.3,25.07,0.07,0.07,-0.06,0.01,0
K. Moretti,Djipines,MF,0,0,1,0,Fighting Cougars,No,No,30,1990,3.67,0.02,0.44,0.07,-0.08,0.5,0.05,0.04,0,21.11,-0.05,-0.04,0.09,0.05,-0.06,0.05,-0.08,-0.1,30.58,35.38,86.33,574.2,116.96,11.6,13.2,87.9,14.38,15.97,89.84,4.13,5.43,74.94,-0.1,0.08,-0.09,0.35,2.73,0.01,0.08,1.29,1.57,1.27,0.36,1.11,0.26,0,2.39,0.03,2.49,18.36,4.11,22.08,7.29,8.05,2.88,0.57,0.26,-0.03,0.33,1.85,3.54,1.58,-0.07,,,,,,,,,,,,,,,,,,,
W. Hon,Djipines,MF,0,0,1,0,Great Galactic Gorgons,No,No,24,1997,3.29,-0.1,0.35,0.07,-0.04,0.39,-0.09,0,0,25.06,-0.05,-0.06,-0.04,0.03,-0.01,-0.05,-0.09,-0.09,32.1,36.7,87.55,639.67,147.67,12.09,13.33,90.93,13.57,15.58,88.26,5.67,7.02,82.56,0.35,0.07,0.28,1.18,2.45,0.81,0,3.54,1.76,1.5,1.45,0.23,-0.07,1.29,3.37,36.31,2.06,27.31,6.09,22.28,12.69,11.13,3.37,1.53,0.69,0.68,0.86,2.08,3.94,2.38,-0.08,,,,,,,,,,,,,,,,,,,
Y. Akampurira,Djipines,MF,0,0,1,0,Great Galactic Gorgons,No,No,20,2000,0.16,0.05,0.04,0.07,0,0.09,-0.05,0,0,0,-0.07,0.08,-0.01,0.07,0.09,0,0.04,-0.02,-0.04,0.08,0,-0.09,0,-0.02,0.09,0,0.09,-0.04,0,0.06,-0.06,0,-0.05,-0.05,-0.09,0.07,0.07,0.01,-0.06,-0.01,0,0.08,0.09,0,-0.09,-0.03,-0.08,0,0.01,30,9.9,33.24,29.93,-0.01,0.09,19.94,9.94,0.07,9.95,-0.08,-0.09,0.02,-0.02,,,,,,,,,,,,,,,,,,,
I. Koomson,Djipines,MFFW,0,0,1,0,Great Galactic Gorgons,No,No,23,1997,3.4,-0.04,1.1,0.55,49.93,1.15,0.5,-0.01,0,19.01,0.08,-0.03,-0.04,0.08,0.01,0.13,-0.04,0,15.17,20.59,73.7,321.16,120.82,6.35,7.51,84.62,4.58,6.6,69.55,3.92,5.43,73.69,0.08,0.08,-0.21,2.83,0.33,1.41,1.1,1.21,1.14,0.33,0.09,0.83,0.35,0.05,-0.06,0,0.1,15.39,2.87,18.45,1.63,9.38,4.31,1.24,-0.01,-0.03,1.21,0.33,1.36,0.33,-0.04,,,,,,,,,,,,,,,,,,,
K. Mohammadzadeh,Djipines,MFFW,0,0,1,0,Great Galactic Gorgons,No,No,30,1990,3.83,0.17,1.76,0.86,42.98,1.74,0.84,0.17,0.39,12.04,0,-0.06,-0.04,0.43,0.34,0.31,-0.1,-0.23,30.29,39.54,76.53,608.54,140.75,13.28,16.69,79.99,11.59,13.34,86.45,5.45,8.56,63.65,0.09,0.15,-0.15,1.05,2.87,1.34,0.26,4.05,1.81,1.36,1.02,0.35,0.61,-0.09,0.19,-0.09,0.32,19.8,3.76,19.5,4.59,10.03,5.11,1.11,0.18,0.07,0.81,1.63,3.25,0.54,0.09,,,,,,,,,,,,,,,,,,,
Q. Ariko,Djipines,MFFW,0,0,1,0,Great Galactic Gorgons,No,No,31,1989,3.92,0.04,2.25,0.57,22.12,2.26,0.56,0.03,-0.06,16.25,-0.04,0.3,-0.06,0.42,0.28,0.05,-0.42,-0.17,17.12,26.17,65.61,439.07,169.08,3.77,4.9,79,8.77,10.81,81.05,4.53,8.68,52.83,0.54,0.33,0.11,1.48,3.4,2.34,0.61,4.3,0.25,0.23,0.23,0.03,0.01,-0.06,0.45,0.08,0.47,8.3,1.03,12.41,1.51,3.27,3.27,0.94,0.05,-0.07,1.03,1.02,1.19,1.26,-0.03,,,,,,,,,,,,,,,,,,,
T. Cheung,Djipines,MFFW,0,0,1,0,Great Galactic Gorgons,No,No,23,1997,0.59,-0.03,1.64,-0.03,0.02,1.67,0.06,0.08,0,8.23,-0.04,0.02,-0.07,0.09,0.19,0.22,-0.17,-0.15,25.02,28.22,88.21,348.24,93.33,13.25,13.21,99.93,6.66,8.34,79.94,1.7,3.3,49.93,0.08,0.1,-0.18,1.61,1.58,0.1,0,1.71,5.07,3.4,5.01,-0.03,0.05,1.67,3.4,50.08,1.7,16.79,3.41,20,6.68,6.67,3.42,1.62,1.64,0.02,-0.07,-0.03,5.04,1.71,0,,,,,,,,,,,,,,,,,,,
Aggregate,Djipines,,,,,,,No,,449,35913,43.83,0.79,12.42,3.25,298.25,12.68,3.07,1.03,1.95,180,-0.4,0.2,-0.4,1.44,1.27,1.13,-0.67,-0.33,449.39,555,1344.5,9058.4,2940.38,176.2,192.11,1513.55,183.54,211.61,1453.25,73.21,122.38,958.21,1.03,0.82,-0.73,11.33,31.39,9.07,2.64,32.89,23.1,14.76,14.74,4.55,4.3,9.21,21.6,499.85,11.98,276.66,58.45,378.06,113.51,98.28,63.92,48.96,21.87,0.67,27.1,14.41,36.92,44.18,0.51,3.96,3.96,360.09,3.94,1.57,1.41,6.08,4.47,74.96,0.29,0.21,0.55,0.3,25.07,0.07,0.07,-0.06,0.01,0
B. Klemen?i?,Dosqaly,DF,1,0,0,0,Great Galactic Gorgons,No,No,24,1996,3.38,0.1,0.38,0.23,99.96,0.3,0.31,0.09,0.03,11.3,0,0.06,0,0.01,-0.04,0.14,-0.06,-0.03,51.54,60.09,85.87,853.98,292.46,24.58,27.09,91.07,19.8,24.22,81.38,5.15,6.13,85.05,0.09,0.07,-0.03,0.58,3.85,0.33,0.05,4.54,4.18,0.9,2.12,1.61,0.51,2.43,2.71,88.88,0.32,17.37,5.52,31.54,7.31,6.41,3.73,1.14,0.03,-0.04,1.19,1.92,5.97,1,0.09,,,,,,,,,,,,,,,,,,,
B. Luki?,Dosqaly,DF,1,0,0,0,Great Galactic Gorgons,No,No,22,1998,0.93,0.06,-0.02,-0.07,0,-0.08,0.01,0,0,0,0.07,-0.1,0.08,-0.01,0,0,0.07,-0.05,41,48.98,83.77,676.02,288.94,23.93,27.06,88.9,13.95,14.94,93.29,2.91,6.04,49.99,0.09,-0.06,0.06,0.07,3.07,1.07,0.1,4.02,0.1,-0.01,0,-0.02,0.06,0,0.96,0.07,1.05,8.07,0.03,-0.1,2.94,5.06,0.01,2,0,-0.09,2.08,3.1,3.09,0.97,0.04,,,,,,,,,,,,,,,,,,,
B. Mangwiro,Dosqaly,DF,1,0,0,0,Great Galactic Gorgons,No,No,24,1996,1.42,0.09,0.07,-0.02,0,-0.09,0.07,0,0,0,-0.09,0,0,0.05,0.08,0,0.01,-0.03,46.72,53.28,87.47,731.26,212.76,25.94,27.39,95.02,17.25,19.97,86.7,2.05,4.68,42.99,0.04,-0.06,0.03,-0.03,2.64,-0.06,0.07,2.76,0.63,0.61,0.75,-0.06,0,0.05,0.76,-0.07,0.74,21.99,4,18.13,14.66,4.07,3.42,1.24,0.08,-0.06,1.31,1.32,1.99,4.64,-0.02,,,,,,,,,,,,,,,,,,,
L. Wilson,Dosqaly,DF,1,0,0,0,Great Galactic Gorgons,No,No,25,1995,0.55,-0.08,-0.03,-0.06,0,-0.09,-0.04,0,0,0,0.03,-0.08,-0.05,0.08,0.08,0,0.09,0.07,77.96,81.99,95.05,1568.07,463.92,29.99,32.06,93.77,31.99,31.95,99.99,16.02,16,99.99,0.03,0.07,-0.04,0,5.99,-0.03,-0.05,9.93,2.03,1.93,2.03,0.02,-0.02,0.1,0.09,0,0.06,15.92,6.08,37.55,14.07,1.92,-0.02,1.94,2.04,-0.02,-0.06,1.94,3.93,10.02,-0.09,,,,,,,,,,,,,,,,,,,
N. Kamusiime,Dosqaly,DF,1,0,0,0,Great Galactic Gorgons,No,No,27,1993,1.06,-0.05,0.84,0.1,-0.02,1.04,0.08,0.05,0,19.09,-0.05,-0.04,0.01,-0.05,0.06,-0.06,0.01,-0.06,56.41,67.24,83.84,755.43,227.32,39.93,43.61,91.61,15.57,18.24,84.96,0.96,1.88,50.03,-0.05,0.22,-0.18,0.81,2.64,1.8,1.73,2.72,0.93,0.94,-0.07,0.85,-0.05,-0.01,0.91,-0.02,0.99,5.53,3.67,66.7,0.99,2.67,1.83,0.07,-0.03,-0.01,0.03,0.96,1.9,-0.07,0.04,,,,,,,,,,,,,,,,,,,
Q. Coppola,Dosqaly,DF,1,0,0,0,Great Galactic Gorgons,No,No,25,1995,4.31,0.08,0.07,-0.06,0,-0.04,-0.04,0,0,0,0.08,0.03,0.05,-0.03,0.04,0,0.02,0.03,60.43,64.13,94.13,1185.95,338.57,18.39,19.55,94.02,34.69,35.86,96.84,6.71,7.7,87.87,-0.04,0.07,0.04,0.19,3.2,0.32,0.01,3.08,1.42,0.73,1.25,-0.04,0.33,0.89,1.61,57.18,0.64,8.42,3.03,36.01,5.17,3.04,0.21,0.85,0.03,-0.04,0.98,0.86,2.26,3.25,0.03,,,,,,,,,,,,,,,,,,,
V. Andersson,Dosqaly,DF,1,0,0,0,Great Galactic Gorgons,No,No,27,1993,4.36,0.03,0.44,0.06,-0.04,0.44,-0.05,0.06,0,5.93,0,-0.04,0.05,0.09,0,0.18,-0.06,0.02,60.65,64.6,93.98,1405.72,380.86,10.04,9.92,99.95,39.21,40.44,97.14,10.63,13.39,80.77,-0.03,-0.08,-0.04,0.29,7.26,0.41,-0.04,3.93,1.09,0.43,1.08,-0.05,0.01,0.77,0.79,99.91,0.01,7.5,2.56,34.39,4.67,2.72,-0.01,1.56,0.68,0.06,0.84,1.33,2.65,4.51,-0.04,,,,,,,,,,,,,,,,,,,
O. Maulana,Dosqaly,DFMF,1,0,0,0,Great Galactic Gorgons,No,No,25,1995,3.35,0.08,0.8,0.03,-0.01,0.85,-0.09,-0.05,0,22.27,0.02,0.02,-0.05,0.08,-0.02,0.12,-0.04,-0.08,51.84,59.38,87.01,832.13,224.13,27.06,29.7,91.06,21.22,24.38,86.74,2.9,3.6,83.3,0.1,0.02,0.09,0.37,4.5,0.92,-0.03,4.05,2.39,0.96,0.86,0.86,0.68,1.47,2.32,62.5,0.93,13.6,3.85,28.22,4.93,6.18,2.34,1.81,0.04,0.03,1.7,2.38,4.8,0.79,0.03,,,,,,,,,,,,,,,,,,,
H. Robert,Dosqaly,FW,0,1,0,0,Great Galactic Gorgons,No,No,22,1998,4.21,0.08,3.29,0.74,21.34,3.2,0.68,0,0.04,16.48,0.04,-0.07,0.39,0.45,0.29,0.06,-0.44,-0.44,20.44,25.98,78.66,337.24,63.38,10.88,12.7,87.01,7.22,8.65,83.78,1.86,3.27,57.05,0.32,0.25,-0.09,1.56,1.43,0.88,0.09,2.1,0.48,0.26,-0.01,0.3,0.21,-0.08,0.43,-0.05,0.44,7.48,1.33,18.83,1.39,3.3,2.7,0.64,0.23,-0.03,0.54,0.23,0.62,-0.09,0.04,,,,,,,,,,,,,,,,,,,
K. Nambozo,Dosqaly,FW,0,1,0,0,Great Galactic Gorgons,No,No,25,1995,-0.03,0.04,0,0.02,0,-0.02,0.03,0,0,0,0.01,0.1,-0.02,0.09,-0.04,0,0.09,-0.03,5.96,6.9,85.73,107.91,26.06,2.98,3,100.06,2.01,1.98,99.97,1.03,2.06,50.07,0.02,0.05,-0.16,1.03,0.07,0.91,0.93,0.08,-0.08,-0.04,-0.02,-0.05,-0.06,-0.06,0.01,0,0,0.08,0.03,0,-0.03,0.03,0.04,0.08,-0.05,0.02,0.04,-0.07,-0.03,-0.03,-0.05,,,,,,,,,,,,,,,,,,,
S. Mlakar,Dosqaly,FW,0,1,0,0,Great Galactic Gorgons,No,No,34,1986,0.59,0.06,4,2.08,49.93,4.25,2.07,0.03,0.1,13.05,0.01,0.03,0.08,0.46,0.5,0.03,-0.47,-0.48,13.9,22,63.6,197.98,39.94,12.09,16.06,74.94,-0.04,1.98,-0.09,2.05,1.95,99.9,-0.09,0.24,-0.13,1.92,-0.03,1.92,0.05,2.01,-0.06,-0.07,0.1,0.09,-0.04,-0.05,-0.03,0,0.03,25.98,8.01,30.87,4.1,6.03,15.98,3.99,-0.02,0.03,3.94,0.09,0.06,-0.08,0.08,,,,,,,,,,,,,,,,,,,
Y. Sen,Dosqaly,FW,0,1,0,0,Great Galactic Gorgons,No,No,33,1987,3.84,1.05,2.54,0.98,40.08,2.57,1.04,0.36,0.67,15.57,0.18,0.21,-0.04,0.77,0.55,0.2,0.27,0.16,31.89,36.64,87.18,472.95,101.17,21.13,22.65,93.08,9.38,11.03,85.68,1.29,1.31,100.09,-0.01,-0.01,0.01,0.86,2.45,0.25,-0.06,2.42,0.25,0.17,0.19,0.07,-0.02,0.06,0.04,0,0.07,8.69,2.95,33.33,0.96,4.8,2.91,0.24,0.1,-0.06,0.19,0.53,0.78,0.27,-0.02,,,,,,,,,,,,,,,,,,,
P. Peh,Dosqaly,FWMF,0,1,0,0,Great Galactic Gorgons,No,No,23,1997,0.26,-0.08,3.33,-0.04,0.06,2.85,0.03,-0.08,0,19.42,0.01,0,0.08,-0.04,-0.01,-0.05,0.08,0.05,19.91,36.61,54.6,396.73,73.22,6.71,10.09,66.74,10.07,16.68,59.93,3.33,6.7,49.99,-0.04,0.03,-0.06,3.26,0.09,0.06,-0.01,3.37,-0.09,0.09,0.04,-0.06,0.04,-0.08,3.37,0,3.41,13.3,3.34,25.04,3.39,3.38,6.68,0.02,-0.04,0.05,-0.07,0.03,-0.01,-0.09,-0.06,,,,,,,,,,,,,,,,,,,
U. Oola,Dosqaly,FWMF,0,1,0,0,Great Galactic Gorgons,No,No,26,1994,0.98,-0.01,1.09,1.01,100,1.14,1.19,-0.04,0.05,27.91,0.04,0.1,0.09,0.08,0.07,-0.04,-0.05,0.03,65.6,67.83,96.68,1288.99,205.69,26.63,26.61,100.09,24.37,25.58,95.73,13.3,14.49,92.3,0.04,-0.02,-0.07,1.14,4.4,1.07,0.08,3.37,1.1,1.1,-0.03,1.15,-0.1,-0.05,1.02,-0.01,1.2,17.83,4.42,25.1,5.55,8.95,3.3,-0.05,-0.08,0.03,0.02,1.21,2.14,2.23,0.08,,,,,,,,,,,,,,,,,,,
H. Cardoso,Dosqaly,MF,0,0,1,0,Great Galactic Gorgons,No,No,31,1989,0.38,0,2.59,0,0.07,2.45,-0.09,-0.05,0,22.08,0.1,0,0.06,0.28,0.3,0.01,-0.33,-0.34,37.46,47.43,78.95,600.09,29.93,22.51,22.46,100,12.42,20.08,62.47,2.56,4.96,50.01,0.07,0.31,-0.25,2.59,-0.01,2.48,2.59,-0.05,-0.09,-0.06,-0.08,0.01,0,0.04,-0.05,0,0.02,9.99,2.54,24.93,0.06,4.93,4.91,0,-0.06,0.02,-0.08,-0.07,0.01,0,0.08,,,,,,,,,,,,,,,,,,,
J. Rukundo,Dosqaly,MF,0,0,1,0,Great Galactic Gorgons,No,No,27,1993,4.28,0.26,1.81,0.41,24.96,1.89,0.46,0.15,0.46,20.65,-0.03,0.04,0.06,0.18,0.15,0.01,0.16,0.18,58.35,68.02,85.61,1078.75,298.68,28.51,32.42,88.22,20.14,22.05,91.35,8.03,11.09,73.82,0.33,0.2,-0.15,1.94,7.67,1.73,0.16,4.74,1.97,1.15,0.69,1.23,0.02,0.28,1.03,25.03,0.75,17.53,5.28,29.7,4.93,10.29,2.38,0.73,0.18,0.06,0.41,1.67,3.51,0.75,-0.1,,,,,,,,,,,,,,,,,,,
