Player,Nation,Pos,Squad,Tournament,In/Out,League,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,W,D,L,Performance CS,Performance CS%,Performance PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%
K. Turyahabwe,People's Land of Maneau,FW,Fighting Cougars,No,Yes,A,35,1983,8.97,0.12,1.84,0.45,23.41,1.95,0.44,-0.01,0.17,13.74,-0.08,0.09,-0.03,0.22,0.31,0.12,-0.15,-0.03,12.91,19.87,65.48,185.61,34.19,7.65,9.68,79.21,3.68,6.48,57.91,1.02,1.89,52.84,0.1,-0.02,0.08,0.39,0.7,0.5,0.07,1.32,0.43,0.32,0.06,0.44,-0.09,0.02,0.59,-0.04,0.74,16.26,3.89,24.28,1.1,8.28,6.8,0.74,0.12,-0.1,0.64,-0.01,0.43,1.07,0.04,,,,,,,,,,,,,,,,,,,
R. binti Hassan,Southslands,FW,Fighting Cougars,Yes,No,A,19,2000,14.1,0.2,2.71,0.98,34.12,2.67,0.88,0.02,0.29,15.94,0.01,-0.04,-0.07,0.14,0.28,0.06,-0.08,-0.05,9.07,11.66,77.32,124.25,17.25,5.49,6.62,82.55,2.23,2.8,79.6,0.55,0.86,63.61,0.02,-0.03,-0.03,0.41,0.5,0.19,-0.09,0.72,0.81,0.5,0.16,0.34,0.49,0.21,0.8,25.05,0.69,16.68,4.91,29.57,0.96,6.67,9.04,0.63,0.14,-0.05,0.48,0.39,1.25,0.06,0.04,,,,,,,,,,,,,,,,,,,
P. Chew,Esia,FWMF,Fighting Cougars,No,Yes,A,28,1991,19.94,0.01,1.41,0.47,30.96,1.4,0.47,0.09,0.28,22.15,0.3,0.04,-0.06,0.15,0.13,-0.01,0.09,0.09,38.14,51.32,74.18,743.34,230.8,16.9,19.12,87.84,14.5,17.17,84.08,6.23,12.72,49.36,0.19,0.26,-0.01,3.05,2.88,1.98,0.52,4.6,1.75,0.97,0.35,1.03,0.45,0.43,1.57,25.01,1.19,19.83,5.12,26.12,4,9.71,5.98,1.26,0.02,-0.07,1.3,0.44,2.05,0.52,0.08,,,,,,,,,,,,,,,,,,,
M. Hsieh,Lonnia Haba,FWMF,Fighting Cougars,No,No,A,25,1993,3.47,0.49,3.2,0.61,18.17,3.2,0.54,0.08,1.05,19.47,-0.01,0.09,-0.05,0.06,0.13,-0.02,0.52,0.37,23.94,40.04,59.9,334.32,107.69,15.37,18.54,83.02,6.29,13.01,47.82,1.73,5.62,29.95,0.04,0.02,-0.03,0.55,0.59,0.77,0.31,2.2,1.96,0.84,0.63,0.54,0.91,0.82,1.62,50.07,0.83,14.69,5.8,39.24,4.33,4.58,5.75,1.38,0.03,0.08,1.52,0.09,1.97,1.2,0,,,,,,,,,,,,,,,,,,,
F. Cho,Southern Ristan,FWMF,Fighting Cougars,Yes,Yes,A,24,1994,22.2,0.22,1.85,0.66,30.94,1.9,0.57,0.08,0.31,15.99,0.09,-0.05,-0.02,0.15,0.18,0.06,0.09,-0.08,25.49,35.61,71.2,492.09,160.31,10.92,13.95,78.19,10.51,13.8,76.7,3.75,6.09,59.44,0.13,0.13,-0.09,1.6,2,1.4,0.31,4.57,1.19,0.72,0.66,0.46,0.13,0.46,1.76,23.07,1.37,16.67,4.48,26.76,3.3,7.62,5.97,1.28,0.1,-0.08,1.29,0.49,1.73,0.14,-0.09,,,,,,,,,,,,,,,,,,,
Z. Marini,Central Republic of Boekrainego,GK,Fighting Cougars,No,No,A,27,1992,37.99,-0.06,-0.03,-0.01,,0.05,-0.09,,,,0.06,-0.05,-0.08,0.04,0.04,,0,0.04,30.84,38.57,80.23,903.2,508.22,5.42,5.55,99.12,14.08,14.26,99.38,11.28,18.58,60.32,0.05,0.06,0.05,0.08,0.25,0.01,0.1,0,-0.02,0.08,-0.03,-0.05,-0.01,-0.04,0.11,0,0.18,0.36,0.15,40.01,0.25,0,-0.01,-0.07,-0.02,0.01,0.01,0.1,0.06,0,0.08,37.9,37.99,3420.04,38.05,1.33,1.48,4.32,3.08,68.33,0.33,0.32,0.37,0.3,23.63,0.03,0.1,0.07,-0.02,-0.02
I. Azulay,Byasier Pujan,MF,Fighting Cougars,No,Yes,A,27,1991,31.37,-0.02,0.97,0.25,25.79,1.09,0.26,-0.05,0.18,20.23,-0.04,-0.01,0.05,0.03,0,0.06,0.08,-0.02,47.23,56.7,83.01,914.32,262.22,17.67,20.15,86.85,22.55,25.91,87.29,6.37,8.77,73.37,0.13,0.13,-0.05,0.78,5.36,0.76,0.22,5.91,1.9,1.27,0.97,0.63,0.13,0.74,2.16,32.48,1.55,15.33,4.64,29.89,6.28,7.44,1.74,1.23,0.38,-0.03,0.99,0.92,2.9,1.31,0.11,,,,,,,,,,,,,,,,,,,
T. Ansari,People's Land of Maneau,MF,Fighting Cougars,No,Yes,A,30,1989,28.01,0.02,0.58,0.13,11.18,0.65,0.1,-0.03,0.04,24.8,-0.08,-0.09,-0.08,0.06,-0.07,0.11,0.01,-0.01,50.68,58.41,86.64,1065.84,249.86,15.87,17.8,89.45,24.81,27.35,90.9,9.29,12.2,76.77,-0.04,0.04,0.07,0.69,5.04,0.62,0.14,4.83,2.69,1.49,1.25,1.19,0.33,0.66,2.49,29.67,1.82,16.44,5.26,32.22,7.37,7.94,1.2,1.49,0.49,0.05,1.14,1.42,3.99,1.7,0.1,,,,,,,,,,,,,,,,,,,
H. Narvaez,Reugha,MF,Fighting Cougars,No,No,A,22,1996,13.93,0.05,1.17,0.42,37.51,1.15,0.42,0.1,0.23,28.08,-0.08,0.07,0.02,0.06,-0.03,0.11,0.04,0.03,37.55,44.4,84.33,730.97,140.47,15.96,18.2,87.71,14.92,17.07,87.81,6.07,7.92,75.69,0.06,-0.09,0.05,0.28,3.46,0.44,0.09,2.82,4.21,2.55,2.42,1.36,0.3,1.21,2.8,47.34,1.35,21.91,6.39,29.19,8.92,10.23,2.69,1.99,0.36,-0.06,1.64,1.05,5.25,1.52,-0.1,,,,,,,,,,,,,,,,,,,
B. Kakooza,Central Namemo Laand,MFDF,Fighting Cougars,No,No,A,31,1988,0.61,-0.07,-0.03,-0.03,,-0.05,0.07,,,,-0.03,0.08,0.05,0.01,-0.07,,-0.07,-0.02,34.21,50.06,68.51,611.41,249.92,17.2,22.96,74.99,12.89,17.1,75.06,4.33,8.48,49.98,0.07,0.22,-0.24,2.84,4.34,1.44,1.36,4.35,0.09,0.09,-0.02,0.07,0.08,-0.1,-0.08,,0.03,17.08,10.02,58.32,8.5,5.72,2.82,2.91,1.34,-0.03,1.35,0.1,0.05,-0.02,-0.06,,,,,,,,,,,,,,,,,,,
O. Kia,Western Niasland,MFDF,Fighting Cougars,No,No,A,20,1998,13.12,0.01,0.95,0.18,23.04,0.94,0.25,-0.02,-0.08,16.83,-0.1,-0.08,-0.06,0.11,-0.01,0.09,-0.02,-0.12,42.67,50.26,84.84,679.49,197.17,22.16,24.73,89.55,17.64,20.29,86.96,2.21,3.11,66.74,0.03,-0.01,-0.07,0.89,2.45,1.13,0.23,4.15,2.09,1.78,1.74,0.13,0.08,0.76,1.61,45.52,0.92,17.75,5.88,32.72,7.44,7.14,3.17,2.04,0.24,-0.05,1.77,0.71,2.93,0.98,-0.05,,,,,,,,,,,,,,,,,,,
H. Engel,Byasier Pujan,MFFW,Fighting Cougars,No,Yes,A,25,1993,1.08,-0.06,1.96,0.93,49.91,2.1,1.06,0.08,-0.01,9.7,-0.01,-0.09,-0.05,0.23,0.32,0.18,-0.27,-0.37,8.99,18.95,47.47,135.08,6.95,6.1,10.09,60.07,3,5.05,60.1,0.07,1.04,-0.08,-0.03,0.02,-0.1,0.04,-0.08,0.03,0.06,0,0.95,0.99,0.04,1.09,0.05,0.04,-0.09,,-0.06,12.03,5.99,49.92,-0.02,5.96,5.91,0.08,-0.06,-0.05,0.1,0.1,1,0.05,0,,,,,,,,,,,,,,,,,,,
N. Mousa,Cabral Retrea,MFFW,Fighting Cougars,No,No,A,26,1993,0.87,1.23,1.15,1.18,100.06,1.32,1.29,0.92,1.03,6.72,0.01,-0.01,0.03,0.23,0.2,0.23,1.03,1.15,9.97,14.98,66.77,96.26,24.93,7.59,9.94,74.94,2.47,3.68,66.77,-0.08,-0.02,,-0.06,-0.07,-0.06,1.16,0.04,0.05,0.03,-0.03,2.59,2.48,0.04,1.3,1.17,0.07,-0.03,,0.02,8.77,1.19,14.26,1.29,3.65,3.78,1.16,1.28,0.04,-0.01,0.04,2.42,1.18,0.09,,,,,,,,,,,,,,,,,,,
M. Kamanga,Central Republic of Boekrainego,MFFW,Fighting Cougars,No,No,A,28,1990,23.11,0.16,1.45,0.33,24.12,1.43,0.31,0.14,0.34,19.82,0.04,-0.04,-0.09,0.06,0.04,-0.02,0.02,0.01,35.61,46.26,76.72,616.94,178.4,18.98,21.18,89.43,11.8,14.04,83.6,4.11,8.68,48.58,0.1,0.19,-0.14,1.63,3.38,1.43,0.22,4.16,1.76,1.26,0.57,0.8,0.5,0.26,1.96,17.84,1.64,18.2,5.43,29.66,4.84,8.55,4.83,2.12,0.34,0.08,1.74,0.8,2.61,1.33,-0.02,,,,,,,,,,,,,,,,,,,
Q. Nabimanya,Imaar Vircoand,MFFW,Fighting Cougars,No,No,A,20,1998,3.99,-0.03,1.74,0.17,14.28,1.87,0.28,0,-0.03,22.28,0.16,0,0.07,0.01,0.08,0.09,-0.04,-0.13,21.41,33.26,64.55,379.27,92.54,9.82,12.37,79.22,9.39,12.32,77.15,1.97,7.96,25.89,0.08,-0.01,0.02,1.33,1.81,0.3,0.21,1.49,2.27,1.04,1.01,0.87,0.44,1,2.39,44.32,1.36,26.95,6.43,23.8,7.01,13.15,6.93,3.57,0.35,-0.08,3.41,0.43,2.77,0.19,0.03,,,,,,,,,,,,,,,,,,,
D. Daniel,People's Land of Maneau,DF,Great Galactic Gorgons,No,Yes,A,26,1993,38.1,-0.04,0.29,0.12,38.47,0.43,0.07,0.19,0.36,16.97,0.07,0.02,-0.05,-0.04,0.1,0.16,-0.01,-0.01,30.92,40.87,75.64,474.95,172.18,18.25,20.09,90.37,9.66,12.38,77.92,2.28,5.54,40.2,0.01,0.17,-0.07,0.66,1.66,1.1,0.7,2.4,1.9,1.18,1.11,0.53,0.37,0.66,1.3,49.95,0.63,14.86,4.23,27.92,6.48,5.45,2.95,1.56,0.08,-0.08,1.44,0.84,2.65,2.38,0.01,,,,,,,,,,,,,,,,,,,
H. Akugizibwe,People's Land of Maneau,DF,Great Galactic Gorgons,No,Yes,A,25,1994,32.36,0.1,0.4,0.05,12.48,0.5,0.09,-0.03,-0.05,9.13,0.09,-0.07,0.05,0.06,0.08,0.02,0.03,-0.12,35.65,48.09,74.31,759.55,301.73,13.45,15.17,88.47,15.79,18.68,84.24,6.35,12.97,48.93,0.13,-0.02,0.06,0.38,2.97,0.73,0.09,3.65,1.15,0.59,0.7,0.25,0.13,0.49,0.96,48.24,0.51,8.26,2.9,34.23,4.79,2.7,0.69,2.3,0.7,-0.05,1.58,1.18,2.11,6.61,0.01,,,,,,,,,,,,,,,,,,,
I. Akpan,People's Land of Maneau,DF,Great Galactic Gorgons,No,Yes,A,36,1982,2.72,-0.06,0,0.01,,0.07,0.01,,,,-0.04,0.04,0.09,0.1,0.06,,0.04,-0.01,21.94,27.09,80.85,452.94,129.35,6.97,7.77,90.45,11.8,13.34,88.88,2.99,5.91,50.05,0.01,0.08,0.07,0.03,0.82,0.44,0.39,1.14,2.16,1.45,1.45,0.81,-0.06,0.32,2.22,16.73,1.81,9.58,3.41,34.5,7.08,2.66,0.09,3.26,1.84,-0.03,1.43,0.76,2.89,10.08,0.09,,,,,,,,,,,,,,,,,,,
T. Awuah,People's Land of Maneau,DF,Great Galactic Gorgons,No,Yes,A,25,1993,5.68,-0.06,0.04,0.05,,-0.07,0.08,,,,0.09,-0.03,0.09,0.04,-0.06,,-0.03,-0.02,34.56,45.94,75.15,702.92,260.81,11.59,13.06,89.09,17.9,21.27,83.94,4.66,10.07,46.43,-0.04,0.05,-0.04,0.41,3.3,0.12,0.1,2.45,1.62,0.46,0.88,0.72,-0.02,0.92,1.7,50.08,0.81,9.92,2.81,29.11,5.97,3.49,0.42,2.62,0.84,0.06,1.86,0.27,1.96,6.95,0.02,,,,,,,,,,,,,,,,,,,
M. Ludwig,Rarita,DF,Great Galactic Gorgons,No,No,A,31,1988,35.93,-0.1,0.09,0.05,0.03,0.23,0.1,-0.04,,12.3,0,-0.05,0.04,0.01,-0.04,0,0.03,0.08,30.07,40.57,74.21,567.29,184.24,12.99,14.66,88.17,12.21,16.88,73.05,4.11,7.42,55.09,-0.04,-0.04,0,0.28,1.72,0.36,0.21,1.68,2.33,1.31,1.64,0.58,0.02,0.97,2.26,40.41,1.25,11.5,3.73,32.38,7.16,3.31,0.87,1.49,0.52,0.11,0.97,1.07,3.47,7.34,0.04,,,,,,,,,,,,,,,,,,,
I. Najjemba,Southslands,DF,Great Galactic Gorgons,Yes,No,A,26,1992,35.38,0.13,0.69,0.17,17.96,0.81,0.15,0,0.38,8.88,0.07,0.07,0.05,0.13,0.08,0.08,-0.06,0.03,28.71,34.23,83.73,682.29,183.82,7.12,8,89.84,14.1,15.63,89.85,7.1,10.02,71.47,0.02,0.09,0.07,0.06,1.85,0.14,0.08,1.84,1.23,0.73,0.93,0.3,-0.06,0.5,1.23,46.73,0.69,8.46,2.77,34.02,5.87,2.17,0.28,2.02,0.87,0.08,1.16,0.71,2.03,7.53,0.2,,,,,,,,,,,,,,,,,,,
X. Nalukenge,Southslands,DF,Great Galactic Gorgons,Yes,No,A,29,1990,37.19,0.1,0.64,0.07,18.19,0.67,0.01,0.11,0.42,18.25,0.01,-0.1,0.1,0.12,0,0.09,-0.05,0.03,37.83,50.95,74.02,652.35,265.27,19.42,22,88.76,14.11,18,78.21,3.63,8.34,44.79,0.17,0.17,-0.09,0.89,2.91,1.38,0.23,4.64,2.06,1.14,1.15,0.59,0.22,0.63,2.07,32.43,1.32,16.22,4.31,26.6,7.53,5.97,2.8,2.04,0.25,0.06,1.87,0.58,2.75,2.34,0.01,,,,,,,,,,,,,,,,,,,
S. Pérez,Byasier Pujan,FW,Great Galactic Gorgons,No,Yes,A,22,1996,1.26,0.01,0.87,-0.07,0.06,0.89,0.04,0.01,,13.82,-0.1,-0.03,0.01,0.09,-0.01,-0.03,0.06,-0.07,13.22,14.92,88.95,201.72,20.77,7.47,8.37,89.93,4.22,5.05,83.39,0.92,0.82,100.02,0.09,0.09,-0.2,1.77,-0.02,0.84,0.74,-0.01,1.75,1.73,0.09,1.72,-0.01,0,0.74,0.04,0.74,32.41,10.81,33.22,1.7,14.23,16.77,0.79,0.07,-0.05,0.78,-0.08,1.59,0,-0.1,,,,,,,,,,,,,,,,,,,
J. Krajnc,Djipines,FW,Great Galactic Gorgons,No,No,A,27,1992,0.01,0.1,0,0.02,,-0.08,0.01,,,,0.07,-0.02,-0.07,0.05,-0.02,,-0.09,-0.06,19.99,20.04,99.94,279.99,60.1,9.96,9.94,100.02,10.04,10.02,99.99,0.07,-0.03,,-0.09,0.05,-0.09,0.05,-0.01,-0.09,-0.03,-0.04,0.03,0.04,-0.06,-0.02,0.08,-0.05,0.09,,0.03,20,-0.02,0.02,-0.06,9.93,10.04,-0.04,0.03,0.07,0.05,0.02,-0.01,0.05,-0.08,,,,,,,,,,,,,,,,,,,
G. Elbaz,Dosqaly,FW,Great Galactic Gorgons,No,Yes,A,23,1996,13.89,0.45,2.53,0.69,25.75,2.62,0.65,0.24,0.61,15.84,0.09,0.01,0.05,0.39,0.41,0.13,0.01,0.06,12.9,17.3,73.62,170.32,28.38,8.72,10.3,83.87,3.46,4.75,71.2,0.45,0.72,45.4,0.29,0.16,0.12,0.82,0.61,0.34,0.13,0.78,0.74,0.25,0.07,0.26,0.3,0.17,0.44,28.62,0.45,21.38,5.96,28.05,0.89,8.73,11.9,0.75,0.19,-0.01,0.51,0.33,1.09,0.15,0.04,,,,,,,,,,,,,,,,,,,
Y. Susanti,Ngoque Blicri,FW,Great Galactic Gorgons,Yes,No,A,23,1996,23.44,0.18,2.02,1.11,49.04,2.08,0.94,0.21,0.21,9.2,0.05,0.06,-0.08,0.37,0.4,0.15,0.02,-0.03,17.35,26.87,64.55,251.1,66.51,10.49,14.54,71.22,5.09,8.43,61.77,1.03,1.61,63.23,0.05,0.09,-0.11,0.49,1.17,0.48,0.09,2.22,1.52,0.8,0.31,0.94,0.22,0.37,1.7,17.82,1.36,26.27,6.39,24.16,2.37,12.41,11.22,1.33,0.03,-0.05,1.23,0.29,1.7,1.92,0.02,,,,,,,,,,,,,,,,,,,
A. Schmitt,People's Land of Maneau,FW,Great Galactic Gorgons,No,Yes,A,33,1986,11.8,0.29,1.28,0.45,35.72,1.28,0.33,0.2,0.63,9.53,0.06,-0.03,0.08,0.28,0.17,0.09,-0.03,0.02,13.88,18.93,72.95,204.03,41.38,8.05,9.77,80.98,4.91,6.33,78.39,0.48,1.15,46.12,0.18,0.15,-0.04,1.23,0.47,0.67,0.09,1.32,0.83,0.39,0.28,0.19,0.35,0.14,0.41,25.1,0.19,18.53,4.75,25.23,1.41,7.79,9.36,0.42,0.02,0.09,0.32,0.01,0.76,0.13,-0.05,,,,,,,,,,,,,,,,,,,
H. Gomani,Southslands,FW,Great Galactic Gorgons,Yes,No,A,31,1987,20.29,0.09,2.29,1,41.26,2.28,0.87,0.04,0.06,14.26,0,-0.04,0.04,0.41,0.26,0.19,-0.18,-0.17,23.45,30.87,76.19,391.14,63.93,12.11,14.63,83.09,9.1,11.59,78.64,1.82,3.15,59.41,0.04,0.06,0.02,0.72,1.31,0.41,0.2,1.69,2.05,1.31,0.53,1.12,0.4,0.22,0.86,29.36,0.63,22.65,5.77,25.71,2.39,11.7,8.45,0.92,0.17,-0.01,0.9,0.07,2.23,1.16,0.09,,,,,,,,,,,,,,,,,,,
B. Mulyana,People's Land of Maneau,FWMF,Great Galactic Gorgons,No,Yes,A,34,1985,0.46,0.02,2.53,-0.07,0,2.57,-0.07,-0.07,,9.07,0.04,-0.08,0.04,0.75,0.76,0.35,-0.69,-0.75,12.41,17.42,71.36,182.5,17.51,10.03,12.53,79.9,2.41,5.05,49.91,0.07,-0.03,,0.04,0.09,0.08,0.04,-0.05,0,0.04,-0.04,-0.03,0.08,-0.03,-0.05,0,-0.05,-0.02,,0.06,42.53,12.58,29.35,4.96,17.47,19.93,-0.07,-0.02,0.02,-0.09,-0.07,0.03,5.08,0.02,,,,,,,,,,,,,,,,,,,
Q. Ayerango,Southslands,FWMF,Great Galactic Gorgons,Yes,No,A,24,1995,7.58,0.21,1.65,0.46,23.06,1.78,0.35,0.02,0.33,13.5,0.09,0.09,0.09,0.23,0.26,0.17,-0.16,-0.24,15.61,20.77,75.46,238.24,39.13,8.26,9.64,84.98,5.81,7.67,77.22,0.73,1.96,40.06,0.13,0.08,0.11,0.5,0.72,0.36,0.05,0.76,0.57,0.48,0.17,0.14,0.21,0.22,0.56,24.92,0.37,23.71,6.62,28.1,3.8,10.77,9.11,0.58,-0.09,-0.05,0.52,0.34,0.94,0.22,0.03,,,,,,,,,,,,,,,,,,,
K. Smits,People's Land of Maneau,GK,Great Galactic Gorgons,No,Yes,A,29,1990,1.99,0.02,0.09,-0.1,,0.09,-0.07,,,,-0.07,-0.05,-0.03,-0.06,-0.08,,-0.09,0.03,9.54,24.05,39.53,473.06,367.9,0,0.09,,4.03,4.09,99.91,5.49,19.95,27.45,0.01,0.02,-0.06,0.08,-0.01,-0.08,-0.05,0.02,-0.06,-0.09,-0.09,0.1,0.03,0,0.4,0.03,0.48,1.56,0.09,-0.09,1.51,0.05,0.09,0.04,-0.09,0,0.04,-0.05,-0.01,0.03,-0.09,2.05,2.05,179.95,2.03,3.04,3.03,5.93,2.93,50,-0.09,0.55,0.51,-0.09,0.07,0.01,0.04,-0.07,0.01,
P. Kabugo,People's Land of Maneau,GK,Great Galactic Gorgons,No,Yes,A,22,1997,35.97,0.05,0.11,0.05,-0.09,0.01,-0.01,-0.08,,7.34,-0.04,-0.07,-0.07,0.06,-0.08,0.14,-0.08,-0.07,11.76,28.84,41,586.82,474.3,0.89,0.97,97.05,2.67,2.77,97.1,8.13,25.09,32.58,0.07,-0.03,0.08,-0.03,1.42,-0.02,-0.03,0.03,-0.02,0.09,-0.05,-0.06,0.01,0.1,-0.05,,0.02,-0.05,-0.03,-0.02,0.12,-0.07,0.06,0.07,0.03,0.1,-0.03,-0.08,-0.02,0.06,0.02,36.05,36.09,3239.9,36.05,0.99,0.84,3.52,2.72,75.22,0.36,0.22,0.27,0.35,36.17,0.16,0.08,-0.07,0.05,50.02
D. Kojima,Highhlaands,MF,Great Galactic Gorgons,No,No,A,28,1991,34.3,0.06,0.51,0.09,31.39,0.43,0.17,0.02,-0.06,27.21,0.05,0.08,0.08,0.11,0.09,0.05,0.05,-0.05,48.49,62.65,77.56,1133.97,329.56,14,15.55,89.85,22.11,25.4,87.22,11.76,20.38,57.83,-0.04,0.2,-0.18,1.48,6.68,0.95,0.3,5.35,2.13,1.24,1.24,0.78,0.15,0.59,2.58,25.23,1.96,17.08,4.71,27.63,7.82,7.32,1.8,1.26,0.29,0.1,0.88,0.78,3.05,1.82,0.06,,,,,,,,,,,,,,,,,,,
A. Aryemo,Ngoque Blicri,MF,Great Galactic Gorgons,Yes,No,A,27,1991,28.09,0.15,1.14,0.43,37.5,1.12,0.39,0.14,0.43,19.26,-0.05,-0.02,-0.05,0.22,0.17,0.15,0.06,0.03,30.48,41.6,73.46,543.02,177.41,14.42,16.82,85.82,10.87,13.13,82.31,4.12,8.79,46.69,0,0.12,-0.08,1.35,3.35,1.05,0.26,3.35,1.45,0.92,0.56,0.49,0.31,0.7,2.65,24.37,2.07,19.79,5.26,26.56,5.48,10.4,4.05,1.5,0.14,0.07,1.55,0.63,1.97,0.88,0.01,,,,,,,,,,,,,,,,,,,
E. Yeong,People's Land of Maneau,MF,Great Galactic Gorgons,No,Yes,A,27,1992,4.13,0.09,0.74,0.09,0.02,0.77,-0.06,-0.09,,29.34,-0.08,-0.09,-0.03,-0.04,0.12,-0.03,0,0.07,26.74,36.66,73.29,385.95,117.96,18.28,21.45,85.15,5.2,7.17,72.4,2.4,4.56,52.69,0.1,0.02,0,0.79,2.01,1.03,0.7,1.91,1.24,1.05,0.17,0.81,0.15,0.47,2.25,22.21,1.75,23.48,5.79,24.91,7.89,10.08,5.6,2.19,0.08,-0.03,2.17,1.74,2.91,1.55,-0.01,,,,,,,,,,,,,,,,,,,
G. Gustafsson,People's Land of Maneau,MF,Great Galactic Gorgons,No,Yes,A,25,1994,27.34,0.08,1.65,0.38,25.01,1.61,0.39,0.07,0.39,16.83,0.08,0.09,-0.01,0.15,0.14,0.03,-0.09,0.06,35.33,43.98,80.39,674.74,140.86,16.7,19.21,86.91,12.62,15.04,84.31,5.19,7.7,67.43,0.11,0.07,0.09,0.75,2.89,1.06,0.22,3.08,1.84,1.12,0.91,0.58,0.34,0.74,2.56,27.92,1.8,22.1,6.26,28.46,6.39,11.16,4.73,1.01,0.16,-0.07,0.89,0.76,2.58,1.94,0,,,,,,,,,,,,,,,,,,,
R. Hamed,People's Land of Maneau,MF,Great Galactic Gorgons,No,Yes,A,28,1991,0.23,0.04,-0.02,-0.03,,-0.01,0.07,,,,0.04,0.06,0.08,-0.1,-0.04,,-0.07,0.05,9.93,9.98,100.02,200.1,20,5.07,4.98,99.91,4.97,4.94,100.01,-0.06,0.07,,-0.05,-0.09,0.02,0.09,0.07,0.03,-0.02,0.04,-0.01,0.06,-0.04,0.02,0.06,0.04,-0.05,,0.06,5.02,-0.06,0.06,5.02,-0.03,-0.08,-0.07,0,-0.06,0.05,-0.04,-0.1,5.08,-0.06,,,,,,,,,,,,,,,,,,,
H. Susanto,Redohrainbri,MF,Great Galactic Gorgons,Yes,No,A,21,1998,10.43,0.05,0.55,0.29,39.94,0.43,0.26,0.25,0.44,13.04,0.03,0.04,0.02,0,0.1,0.01,0.13,0.11,28.37,36.74,77.17,500.13,109.07,13.02,15.62,83.48,11.41,13.92,83,3.33,4.95,66.02,0.03,0.13,0.15,0.12,2.8,0.88,0.14,2.67,2.4,1.68,0.42,1.33,0.58,0.64,1.52,39.9,0.91,23.64,6.16,25.76,5.23,12.56,6.19,2.58,0.02,0.03,2.64,0.35,2.66,1.46,0.08,,,,,,,,,,,,,,,,,,,
G. Lukyamuzi,Thaijagypt,MF,Great Galactic Gorgons,No,No,A,26,1993,0.16,0,10.02,-0.06,-0.07,6.99,-0.09,0.03,,19.02,-0.06,0.01,0.09,0.07,0.04,0.04,0.02,-0.06,39.9,60.09,66.64,530.03,299.91,19.93,29.98,66.64,19.91,19.98,100.07,0.05,0.07,,-0.09,0.06,0.08,-0.05,20.07,0.04,-0.03,9.99,-0.03,-0.03,0.02,0,-0.07,-0.01,0.07,,0.03,29.94,10.04,33.25,0.07,9.97,19.9,0.06,-0.04,0.08,-0.06,0.04,-0.09,0.07,-0.09,,,,,,,,,,,,,,,,,,,
O. Mugide,Unicorporated Tiagascar,MF,Great Galactic Gorgons,Yes,Yes,A,26,1992,2.75,-0.09,1.47,0.75,49.96,1.37,0.65,0.05,0,21.42,-0.05,-0.07,-0.09,-0.06,0.06,-0.03,-0.02,-0.11,30.72,37.94,81.05,541.4,117.06,17.49,19.27,90.78,9.3,11.17,83.89,3.54,5.79,62.49,-0.07,0.09,-0.04,0.36,2.12,0.76,-0.09,3.23,3.28,2.13,2.09,1.12,0.08,0.8,2.15,33.26,1.46,25.46,6.12,23.97,10.37,11.81,3.15,1.44,-0.01,-0.08,1.51,0.68,4.03,1.75,-0.03,,,,,,,,,,,,,,,,,,,
F. Nakazibwe,People's Land of Maneau,MFDF,Great Galactic Gorgons,No,Yes,A,24,1994,6.52,0.03,0.49,0.23,33.31,0.46,0.18,-0.01,-0.1,12.24,-0.07,-0.07,0.08,0.06,0.12,0.12,-0.12,0.04,27.14,39.23,69.12,440.58,111.76,14.73,17.69,83.61,8.55,11.11,76.68,3.12,7.9,38.57,-0.04,0.15,-0.19,1.06,1.72,0.78,0.28,1.86,2.75,1.58,2.09,0.44,0.2,0.52,2.33,26.77,1.61,24.73,6.04,24.43,8.84,10.59,5.39,2.64,0.21,0.1,2.41,0.45,3.18,1.55,0.01,,,,,,,,,,,,,,,,,,,
