Player,Nation,,Pos,Squad,Tournament,In/Out,League,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1.3,PPA,CrsPA,Prog,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,W,D,L,Performance CS,Performance CS%,Performance PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Top5
I. Nalubwama,Byasier Pujan,1,DF,Fiery Governors,No,Yes,C,23,1996,32.04,-0.01,0.59,0.21,18.28,0.72,0.13,-0.09,0.06,16.37,0.22,0,0.08,0.14,-0.03,0.03,-0.01,0.03,34.14,41.82,81.51,754.44,270.49,9.31,10.83,85.99,17.93,19.43,91.7,6.72,10.42,64.03,-0.05,0.04,0.05,0.22,2.44,0.53,0.03,3.24,2.31,1.39,1.49,0.56,0.14,0.55,1.31,41.06,0.67,12.41,4.07,33.17,6.97,4.47,0.96,2.17,0.85,0.12,1.28,1.87,4.23,4.66,0.1, , , , , , , , , , , , , , , , , , , ,No
M. Hsieh,Lonnia Haba,,FWMF,Fighting Cougars,No,No,A,26,1993,5.98,0.03,3.27,0.57,15.78,3.2,0.45,0.07,-0.01,18.18,-0.09,0.1,-0.02,0.33,0.37,0,-0.33,-0.33,33.2,44.98,74.02,560.71,131.86,14.74,18.32,80.67,13.9,16.93,81.97,3.29,6.25,51.31,0.15,0.53,-0.39,1.87,0.65,3.25,0.89,3.58,1.46,0.9,0.14,0.95,0.16,0.33,1.97,16.79,1.78,15.85,4.19,26.8,2.54,5.28,7.97,1.46,0.25,-0.08,1.3,1.14,2.56,0.17,-0.01, , , , , , , , , , , , , , , , , , , ,No
M. Nakaggwa,Byasier Pujan,1,MFFW,Fiery Governors,No,Yes,C,26,1994,22.87,0.15,1.25,0.47,30.98,1.19,0.3,0.06,0.32,19.23,0.07,-0.05,0.02,0.02,0.19,0.12,-0.07,0.04,24.55,35.1,69.6,441.87,138.51,11.17,14.54,76.6,9.22,12.42,73.11,3.24,5.54,57.7,0.07,0.26,0,1.46,2.67,0.98,0.2,3.73,2.05,1.32,0.67,0.9,0.6,0.56,2.1,25.54,1.46,20.32,6.14,30.24,4.51,9.49,6.35,1.82,0.08,0.01,1.87,1.1,3.31,0.72,0.09, , , , , , , , , , , , , , , , , , , ,No
Z. Marini,Central Republic of Boekrainego,,GK,Fighting Cougars,No,No,A,28,1992,10.94,-0.06,-0.03,-0.06,,0.09,-0.07,,,,0.09,-0.07,0,0.05,-0.05,,0.01,0.02,28.55,36.36,78.76,768.54,376.87,5.67,5.71,99.92,14.59,14.43,100.08,8.36,16.06,51.99,0.02,0.09,-0.04,-0.04,0.06,-0.01,-0.06,-0.01,0.03,0.06,0.03,0,0.04,-0.04,0.01,,-0.02,0.11,-0.07,-0.02,0.27,-0.07,0.02,0.08,0.09,-0.04,-0.01,0.02,0,0.07,0.08,10.91,11.06,989.93,11.02,1.73,1.78,2.8,1.37,49.99,0.25,0.4,0.53,0.14,18.15,0.41,0.37,-0.07,-0.08,-0.06,No
L. Kovalenko,Byasier Pujan,1,DF,Horrible Flames,No,Yes,C,25,1995,17.38,-0.05,0.29,0.1,16.61,0.41,0.08,0.01,-0.01,18.18,0.02,-0.06,0.06,-0.02,-0.05,0.02,-0.06,0,60.89,74.24,81.97,1175.77,356.16,24.11,27.02,89.31,27.11,30.89,87.92,8.68,13.58,64.39,0.07,0.08,0.03,0.82,4.51,0.94,0.09,4.19,1.89,1.36,0.86,0.85,0.14,0.93,2.27,42.04,1.32,12.48,4.72,37.17,4.63,5.35,2.49,2.84,0.46,0.09,2.35,1.25,3.01,1.71,-0.02, , , , , , , , , , , , , , , , , , , ,No
Z. Okon,Byasier Pujan,1,DF,Horrible Flames,No,Yes,A,22,1998,0.93,-0.09,1.03,0.08,0.01,1.13,0.07,0.05,,28.45,-0.05,-0.09,0.02,-0.03,0.04,0.09,0.06,0.01,72.14,83.38,86.61,1188.9,286.72,33.36,37.77,88.28,35.55,37.89,94.05,3.43,6.58,50.04,-0.07,0.24,-0.24,2.3,4.51,1.05,1.03,1.13,3.37,1.06,2.3,1.05,0.07,1.03,1.07,100,-0.06,7.81,2.32,28.53,3.27,4.52,0.01,1.01,-0.02,0.04,1.08,1.14,4.36,1.01,-0.06, , , , , , , , , , , , , , , , , , , ,No
H. Narvaez,Reugha,,MF,Fighting Cougars,No,No,A,23,1996,34.65,0.01,1.3,0.17,7.14,1.15,0,0.03,0.25,25.37,0.08,0.04,0.07,0.1,0.06,0.1,-0.11,-0.09,42.22,48.49,87.27,843.38,156.52,14.8,16.86,88.73,19.98,21.97,91.51,6.52,8.46,78.12,-0.05,0.11,-0.03,0.53,3.52,0.58,-0.03,3.23,3.28,2.1,1.71,1.27,0.33,0.66,2,36.65,1.26,15.56,5.39,34.51,6.71,7.34,1.57,1.58,0.25,-0.03,1.32,1.76,5.04,2.04,0.08, , , , , , , , , , , , , , , , , , , ,No
R. Matovu,Southslands,,MF,Fighting Cougars,No,No,A,20,1999,-0.07,0,-0.09,0.03,,-0.02,0,,,,0.06,0.03,-0.06,-0.1,0.02,,-0.03,-0.08,0,1.01,-0.03,-0.05,-0.08,0.07,-0.08,,0.01,0.08,,-0.02,1.05,0.09,0.09,0.01,0.02,0.03,0.03,0.06,-0.05,-0.04,-0.08,0.01,0.01,0.09,-0.06,0.06,-0.05,,-0.03,0.94,-0.09,0.01,1.05,0.07,0.04,0.04,0.06,-0.09,0.04,0.07,-0.09,-0.06,-0.01, , , , , , , , , , , , , , , , , , , ,No
T. Nakku,Byasier Pujan,1,DFFW,Horrible Flames,No,Yes,C,19,2000,4.74,0.05,0.56,0.07,-0.02,0.67,-0.06,-0.03,,14.05,-0.02,-0.04,-0.05,-0.02,-0.04,-0.05,0.08,0.07,48.38,58.19,83.14,734.9,210.66,28.81,30.81,93.19,16.24,18.14,89.72,2.59,5.54,44.36,0.04,0.06,-0.05,0.83,2.31,1.64,0.8,3.28,1.53,0.67,0.76,0.57,-0.09,0.59,1.46,42.87,0.82,17.13,5.84,34.15,5.06,5.95,6.08,1.61,0.01,0.02,1.73,0.6,2.02,1.88,-0.05, , , , , , , , , , , , , , , , , , , ,No
O. Kia,Western Niasland,,MFDF,Fighting Cougars,No,No,A,21,1998,9.98,0.06,0.7,0.27,28.66,0.61,0.28,0.12,0.56,17.24,-0.03,0.04,-0.07,0.14,0.08,0.14,0.05,0.03,39.93,44.6,89.55,692.76,132,19.5,21.22,91.1,15.48,16.3,94.48,4.46,5.4,83.25,-0.07,0.07,-0.11,1.02,3.3,0.57,0.1,3.49,1.84,1.58,1.3,0.39,0.34,0.25,0.81,22.28,0.6,15.95,5.34,34,4.46,6.95,4.51,1.63,0.18,0.05,1.48,0.76,2.52,0.91,0.08, , , , , , , , , , , , , , , , , , , ,No
Q. Nabimanya,Imaar Vircoand,,MFFW,Fighting Cougars,No,No,A,21,1998,12.47,-0.01,2.16,0.32,11.59,2.15,0.29,0.13,0.35,21.44,0.12,-0.05,-0.06,0.07,0.05,-0.06,-0.03,0,26.01,32.74,79.48,446.96,104.74,12.37,14.61,84.2,9.84,11.91,83.18,2.91,3.96,72.99,0.02,0.09,-0.16,1.25,1.97,1.42,-0.07,2.82,2.06,1.41,0.71,1,0.36,0.6,2.64,21.92,1.94,21.59,6.76,31.87,5.4,9.26,6.95,1.6,0.32,-0.01,1.32,0.84,2.95,0.34,-0.09, , , , , , , , , , , , , , , , , , , ,No
J. Faida,Byasier Pujan,1,FW,Marvelous Anchors,No,Yes,C,22,1997,1.42,-0.02,1.39,0.66,50,1.51,0.8,-0.03,0,10.94,0.05,-0.1,0.06,0.12,0.25,0.11,-0.23,-0.3,15.76,24.93,62.98,186.34,31.49,9.23,11.41,81.34,5.04,9.38,53.84,0.03,0.06,,-0.04,-0.02,-0.06,0.72,1.42,0.1,0.07,-0.06,2.77,0.67,1.39,0.67,0.7,1.47,2.91,49.96,1.36,27.05,6.37,23.67,5.77,7.82,13.51,1.41,-0.04,0.04,1.4,0.65,3.52,1.45,0, , , , , , , , , , , , , , , , , , , ,No
L. Namuyanja,Byasier Pujan,1,GK,Marvelous Anchors,No,Yes,C,27,1993,3.03,0.01,-0.06,-0.07,,0,-0.02,,,,0.1,0.09,-0.08,-0.09,-0.01,,-0.09,0.01,30.73,41.79,73.58,1139.61,794.22,2.73,2.62,100.02,12.63,12.79,99.93,15.22,26.29,58.26,0,0.03,-0.01,-0.04,1.34,0.04,-0.02,0.07,-0.03,-0.08,-0.09,-0.02,-0.04,0.02,-0.04,,0.09,-0.07,0.06,,-0.1,0.01,-0.03,-0.09,0.05,0.03,-0.04,0.01,0.01,-0.02,0.09,3.01,2.9,269.97,2.93,2.03,2.08,5.37,4.04,74.97,0.43,0.4,0.25,-0.09,-0.08,0.92,0.68,0,0.25,0.02,No
Q. Tushabe,Byasier Pujan,1,DF,Mean Trolls,No,Yes,C,29,1991,31.54,0.06,0.18,0.01,28.59,0.12,0.1,0.2,0.6,22.52,0.09,0.03,-0.02,-0.07,-0.05,0.12,0.02,0.09,39.81,49.43,80.35,926.44,345.96,9.92,11.3,86.85,20.75,22.61,91.92,8.85,14.67,59.53,0.05,0.01,0.06,0.34,3.77,0.43,0.12,3.69,1.18,0.92,0.75,0.47,0.1,0.45,0.99,38.75,0.68,8.58,2.98,35.64,4.78,3.24,0.4,1.65,0.61,0.06,0.99,1.66,2.94,7,0.03, , , , , , , , , , , , , , , , , , , ,No
J. Nahabwe,Byasier Pujan,1,DF,Red Artichokes,No,Yes,C,27,1992,15.06,0.03,0.29,0.15,49.94,0.25,0.22,-0.04,0.05,10.09,0.07,0.08,0.05,0.09,-0.05,0.1,-0.06,0.02,47.73,54.77,87.01,1154.62,316.16,9.41,10.36,90.3,26.98,28.96,93.57,10.83,14.96,73.34,0.01,-0.04,0.04,0.15,1.65,0.28,0.01,1.91,0.46,0.53,0.15,0.42,0.06,0.17,0.36,20.1,0.33,5.24,2.08,40.59,3.23,1.72,0.13,1.55,0.56,0.05,1,0.61,1.12,6.78,0.1, , , , , , , , , , , , , , , , , , , ,No
U. Sani,Byasier Pujan,1,MFFW,Red Artichokes,No,Yes,C,23,1997,4.03,0.21,0.73,0.58,66.67,0.69,0.57,0.23,0.47,29.22,0.02,-0.07,0.01,0.15,0.08,0.11,0.07,0.26,19.48,28.82,67.84,344.18,94.68,7.37,11.12,65.19,7.06,8.25,85.29,3.02,5.42,54.51,0.17,0.12,0.04,1.99,1.04,0.48,-0.03,1.77,0.28,0.31,-0.07,0.22,0.05,0.03,1.99,0.04,1.93,24.06,4.41,18.3,3.5,13.25,7.61,1.16,0.03,0.08,1.27,1.04,1.3,0.66,0.06, , , , , , , , , , , , , , , , , , , ,No
E. Lam,Byasier Pujan,,FW,Silver Frogs,Yes,Yes,C,27,1992,32.68,0.67,2.84,1.36,46.72,2.81,1.39,0.28,0.51,12.8,-0.05,0.11,0.03,0.62,0.55,0.19,0.12,0.15,17.11,25.44,67.85,261.08,45.52,10.1,13.85,73.31,5.47,8.09,68.45,1.16,1.59,71.34,0.32,0.19,0.05,1.18,1.01,0.54,0.05,1.56,0.44,0.31,0.03,0.13,0.19,0.21,0.56,25.03,0.3,17.75,5.41,30.25,0.85,6.63,10.28,0.63,0.06,-0.02,0.49,0.1,0.5,0.73,0.07, , , , , , , , , , , , , , , , , , , ,No
G. Onencan,Byasier Pujan,1,DF,Spicy Gophers,No,Yes,C,25,1995,12.65,-0.02,0.63,0.17,11.02,0.76,0.12,0.1,0.09,21.71,0.08,-0.06,0.02,0.1,0.03,0.07,-0.12,0.05,34.34,46.29,74.14,666.92,258.79,12.2,15.16,80.59,17.02,22.11,76.8,4.67,7.26,63.77,0.04,0.03,0.08,0.59,1.75,0.8,0.59,2.83,2.85,1.64,1.93,0.85,0.25,1.17,1.97,53.87,1.04,15.25,4.69,31.39,6.35,6.65,2.06,1.85,0.42,-0.04,1.57,1.25,4.11,3.89,0.05, , , , , , , , , , , , , , , , , , , ,No
B. Liang,Byasier Pujan,1,FW,Supreme Jaguars,No,Yes,C,36,1983,6.48,0.31,1.81,0.72,41.73,1.75,0.69,0.24,0.49,12.96,0.4,0.04,0.14,0.61,0.46,0.14,-0.12,-0.08,15.86,20.72,76.31,230.77,35.06,8.45,10.4,82.16,5.94,7.7,76.06,0.45,0.93,50.06,0.1,0.16,0.08,0.64,0.7,0.8,0.06,1.32,0.42,0.24,-0.07,0.32,0.19,0.09,0.7,0.03,0.64,16.1,4.01,25.07,2.14,6.29,7.57,0.38,0.2,-0.07,0.22,0.47,0.9,0.8,-0.06, , , , , , , , , , , , , , , , , , , ,No
B. Mpofu,Byasier Pujan,1,FW,Ultimate Dolphins,No,Yes,C,19,2001,0.95,0.06,3.91,0.95,25.06,3.93,1,0.07,0.05,11.87,0.07,-0.04,-0.07,0.38,0.45,0.13,-0.39,-0.48,23.96,29.91,79.93,300.98,15.08,18.01,21.04,85.64,5.95,8.08,74.91,-0.01,0.05,,-0.03,0.14,-0.26,0.97,1.92,0.02,-0.04,0.02,0.1,0.01,-0.02,-0.08,0.03,0.07,1.95,-0.08,1.91,12.01,2.94,24.92,1.03,3.92,7.03,0.08,0.09,-0.04,-0.05,0.06,0.03,-0.01,-0.06, , , , , , , , , , , , , , , , , , , ,No
I. Najjemba,Southslands,,DF,Great Galactic Gorgons,No,No,A,27,1992,29.23,0.03,0.47,0.17,21.48,0.54,0.13,-0.05,-0.07,9.85,-0.03,0,-0.05,0.07,0.02,0.01,0,-0.1,31.64,37.45,84.58,748.32,229.52,8,8.67,91.34,16.49,17.92,91.31,7.15,10.39,69.48,0.04,-0.01,0.01,0.14,2.71,0.34,0.06,1.98,1.51,1.12,1.11,0.46,-0.03,0.56,1.07,49.92,0.61,8.43,2.86,32.89,5.38,2.93,0.26,2.01,1.06,-0.02,0.76,1.48,3.09,5.51,-0.02, , , , , , , , , , , , , , , , , , , ,No
X. Nalukenge,Southslands,,DF,Great Galactic Gorgons,No,No,A,30,1990,30,0.06,0.56,0.1,24.97,0.57,0.19,0,-0.06,18.01,-0.06,-0.07,-0.06,0.07,-0.05,0.12,-0.05,0.01,36.85,47.54,77.52,639.19,272.54,18.66,20.32,91.28,14.01,17.58,80.17,3.77,7.94,47.19,-0.02,0.09,0.08,0.69,2.89,0.95,0.25,3.87,1.86,0.67,1,0.66,0.22,0.76,1.9,36.23,1.15,13.98,3.17,22.08,6.6,5.17,2.23,2.05,0.4,0.08,1.43,1.59,3.38,3.15,0.04, , , , , , , , , , , , , , , , , , , ,No
U. Duval,Byasier Pujan,1,FW,Ultimate Longhorns,No,Yes,C,31,1989,9.13,0.39,1.54,0.86,49.94,1.47,0.81,0.11,0.42,9.5,0.04,0.07,0.2,0.48,0.43,0.18,0,0.02,22.27,34.36,65.05,323.14,76.92,13.05,18.51,70.7,6.97,10.32,66.94,1.52,3.11,46.43,0.18,0.24,-0.1,1.29,2.73,0.62,-0.03,3.1,0.46,0.52,0.27,0.28,-0.06,0.13,0.38,25.02,0.23,9.78,3.48,34.83,0.53,4.92,4.32,0.75,0.04,0.09,0.72,0.14,0.68,0.79,0.08, , , , , , , , , , , , , , , , , , , ,No
M. Ludwig,Rarita,,DFMF,Great Galactic Gorgons,No,No,A,32,1988,28.56,0.01,0.36,0.06,10.05,0.43,0.11,-0.07,0.01,13.1,-0.04,0.05,0.1,-0.03,0.07,0.01,-0.04,-0.11,31.46,38.65,81.38,569.4,164.73,14.14,15.85,89.55,13.24,15.59,84.93,3.66,5.95,62.18,0.1,-0.04,0,0.33,1.98,0.59,0.23,2.11,2.65,1.65,1.72,0.77,0.22,1.25,2.47,52.97,1.1,13.32,3.92,30,6.93,4.73,1.65,1.7,0.52,0.16,1.1,1.53,4.27,4.44,-0.01, , , , , , , , , , , , , , , , , , , ,No
T. Mlalazi,Byasier Pujan,1,DFMF,Weak Chargers,No,Yes,C,22,1998,10.03,0.11,0.26,0.25,99.94,0.16,0.16,0.51,0.5,15.64,-0.04,0.07,-0.01,0.04,0.04,-0.03,0.07,0.08,36.7,48.47,75.74,686.59,227.63,14.96,18.19,82.52,16.49,21.43,76.8,4.53,6.67,67.51,-0.04,0.23,-0.26,1.39,2.42,1.53,0.91,2.97,1.95,1.34,1.1,0.27,0.33,0.31,1.69,23.5,1.25,21.84,6.08,27.6,9.9,8.1,4.01,3,0.19,-0.02,2.84,0.84,2.76,3.17,0.04, , , , , , , , , , , , , , , , , , , ,No
P. Nyondo,Byasier Pujan,1,FWMF,Weak Chargers,No,Yes,C,19,2001,1.01,-0.02,2.71,1.87,66.7,2.61,1.71,0.09,-0.09,11.7,0.04,0.01,-0.09,0.48,0.59,0.25,-0.56,-0.47,17.2,26.3,65.44,283.58,79.2,6.39,10.01,63.62,10,13.58,73.27,0.09,0.02,,0.05,0.06,0.06,0.99,3.6,1,-0.04,4.47,-0.03,0.07,-0.06,0.04,0.04,0.09,0.05,,0.01,13.54,4.54,33.21,2.81,5.53,5.49,0.97,-0.04,-0.03,0.89,1.84,1.73,0.1,0.06, , , , , , , , , , , , , , , , , , , ,No
U. Tkachenko,Byasier Pujan,1,FWMF,Weak Chargers,No,Yes,C,22,1998,5.88,0.05,1.3,0.17,12.54,1.28,0.22,0.03,0.02,17.36,0.08,-0.05,0.08,0.04,0.22,0.15,-0.17,-0.12,22.67,30.25,75,419.58,94.04,11.8,14.55,81.47,6.92,8.83,78.73,3.3,5.59,60.69,0.23,0.07,-0.01,1.07,1.84,1.58,0.15,2.89,1.27,0.93,0.27,0.35,0.74,0.5,1.08,50,0.53,20.56,5.56,27.29,4.46,9.67,6.38,1.1,-0.09,-0.1,1.1,1.03,2.33,0.28,-0.03, , , , , , , , , , , , , , , , , , , ,No
H. Sat?,Byasier Pujan,1,FW,White Firebirds,No,Yes,C,21,1999,8.9,0.26,1.97,0.86,38.81,2.03,0.72,0.24,0.51,16.23,-0.02,0.09,0.03,0.49,0.43,0.11,-0.12,-0.12,19.27,27.86,69.2,283.23,57.35,12.04,15.25,78.3,5.16,7.48,70.03,1.48,3.15,46.31,0.16,0.06,-0.09,1.39,1.06,1.08,0.45,1.62,0.6,0.36,0.04,0.25,0.16,0.17,0.59,16.65,0.52,13.99,3.94,27.79,2.4,5.95,5.73,1.14,0.06,-0.02,1.15,0.33,0.88,0.51,0.07, , , , , , , , , , , , , , , , , , , ,No
A. Al-Qahtani,Byasier Pujan,1,FW,Wicked Gentlefolk,No,Yes,C,16,2003,0.19,-0.06,5.04,-0.07,0.03,5.22,-0.03,-0.07,,14.97,0.05,0.02,0,0.06,-0.04,0.01,-0.05,-0.07,10,9.94,99.91,205.1,-0.05,0.04,0.06,,10.02,9.94,100.04,0.08,0.06,,-0.01,-0.06,-0.02,-0.01,-0.05,-0.01,0.06,-0.05,0.08,-0.02,0,-0.01,0.08,-0.02,0.07,,0.01,45.03,-0.07,0.05,10.04,19.93,15,-0.06,-0.04,0.09,0.05,4.97,4.99,-0.03,0.07, , , , , , , , , , , , , , , , , , , ,No
B. Mpofu,Byasier Pujan,1,FWMF,Coy Sunbirds,No,Yes,C,19,2001,0.95,0.06,3.91,0.95,25.06,3.93,1,0.07,0.05,11.87,0.07,-0.04,-0.07,0.38,0.45,0.13,-0.39,-0.48,23.96,29.91,79.93,300.98,15.08,18.01,21.04,85.64,5.95,8.08,74.91,-0.01,0.05,,-0.03,0.14,-0.26,0.97,1.92,0.02,-0.04,0.02,0.1,0.01,-0.02,-0.08,0.03,0.07,1.95,-0.08,1.91,12.01,2.94,24.92,1.03,3.92,7.03,0.08,0.09,-0.04,-0.05,0.06,0.03,-0.01,-0.06, , , , , , , , , , , , , , , , , , , ,No
W. Joao,Byasier Pujan,,DF,Fighting Wave,Yes,Yes,D,20,1999,24.62,0.08,0.84,0.2,31.65,0.85,0.21,0.14,0.08,11.38,-0.06,-0.08,-0.07,0.08,-0.05,0.11,0.05,-0.05,1586.96,1701.92,93.14,33978.05,9339.02,420.01,446.93,93.91,886.07,918.02,96.56,268.09,319.01,84.05,1.01,0.54,0.39,8.98,98.04,7.05,2.08,69.01,1.25,0.82,0.72,0.4,-0.04,0.54,0.88,65.05,0.3,9.25,3.17,33.53,4.69,4.07,0.55,1.55,0.6,-0.06,1.02,1.19,2.43,4.13,-0.02, , , , , , , , , , , , , , , , , , , ,No
H. Gomani,Southslands,,FWMF,Great Galactic Gorgons,No,No,A,32,1987,26.7,0.31,2.77,0.93,33.27,2.62,0.85,0.03,0.33,17.38,0.1,0,0,0.25,0.24,0.16,0.03,0.02,26.35,35.23,74.37,434.91,76.17,13.86,17.33,79.9,9.66,12.63,75.65,2.37,3.54,65.4,-0.05,0,0,0.64,1.82,0.8,0.01,2.57,1.14,0.53,0.24,0.61,0.28,0.31,1.33,26.56,1,16.24,4.02,24.18,2.6,7.15,6.5,1.38,0.18,-0.05,1.24,0.37,1.52,1.01,0.03, , , , , , , , , , , , , , , , , , , ,No
E. Mugoya,Byasier Pujan,1,DF,Flying Bombadiers,No,Yes,D,27,1993,1.31,0.06,-0.04,0.07,,-0.04,0.05,,,,0.08,-0.01,0.06,0.05,-0.06,,0.01,0.07,63.97,79.01,80.98,1441.92,495.92,17.03,21.97,77.35,35.08,36.07,97.26,11.96,15.97,74.92,-0.02,-0.02,0,0.07,6.92,1.08,-0.06,8.08,1.63,1.47,0.03,0.81,0.77,0.86,1.58,50.06,0.76,16.21,5.37,33.32,10.78,4.54,0.87,2.21,-0.07,0.02,2.39,0.7,2.27,3.04,-0.08, , , , , , , , , , , , , , , , , , , ,No
H. Bhebhe,Byasier Pujan,1,DF,Flying Bombadiers,No,Yes,D,27,1993,16.55,0.03,0.1,-0.02,0.08,0.03,-0.09,0.01,,14.46,-0.03,0.08,-0.02,-0.05,-0.01,0.01,0.01,0.07,620.1,807.02,76.74,10346.08,4911.9,285.97,326.9,87.44,281.99,357.97,78.74,42.06,87.07,48.21,0.02,0.17,-0.16,5.96,52.97,6.04,3.06,54.96,1.91,1.05,1.36,0.27,0.23,0.89,1.31,59.12,0.48,13.74,4.4,32.52,6.02,5.16,2.38,1.75,0.1,-0.01,1.52,1.26,3,2.23,-0.09, , , , , , , , , , , , , , , , , , , ,No
D. Kojima,Highhlaands,,MF,Great Galactic Gorgons,No,No,A,29,1991,24.7,0.08,0.47,0.05,9.09,0.45,0.09,0.07,0.03,28.91,0.1,0,0.09,-0.02,0.03,0,-0.06,0.03,47.79,60.08,79.57,1096.99,301.33,14.22,16.04,88.83,21.94,25.21,87.27,11.15,18.13,62.1,-0.04,0.11,-0.16,1.29,5.28,1.26,0.36,4.22,2.3,1.13,0.95,1.35,0.05,0.69,3.17,21.86,2.54,18.66,4.36,23.07,6.92,9.52,2.31,1.44,0.45,-0.03,1.06,1.54,3.93,2.54,0.14, , , , , , , , , , , , , , , , , , , ,No
S. Kor,Byasier Pujan,1,MF,Flying Bombadiers,No,Yes,D,23,1997,27.87,0.04,0.32,0.2,44.31,0.26,0.22,0.02,0.25,25.82,-0.02,-0.02,0.1,0.09,0.06,-0.02,-0.03,0.12,1204.07,1388.05,86.64,23631.92,6122.92,462.06,536.02,86.25,528.97,588.95,89.86,190.92,227,84.09,1,2.73,-1.73,23.91,134.93,11.95,0.06,118.06,1.71,1.41,0.66,1.08,-0.04,0.28,1.03,32.39,0.84,15.64,4.73,30.47,6,7.42,2.09,1.75,0.42,0.11,1.43,2.91,4.58,1.71,0.06, , , , , , , , , , , , , , , , , , , ,No
L. Yusof,Byasier Pujan,1,DF,Marvelous Heels,No,Yes,D,26,1994,19.59,0.07,1.32,0.76,48.09,1.39,0.62,0.03,0.07,11.92,-0.1,-0.04,0.05,0.22,0.17,0.18,-0.05,0,876.94,1006.92,87.04,13287.02,4779.9,504.92,552.06,91.47,308.08,354.98,86.85,46.91,67.98,69.09,1.07,1.41,-0.4,19.94,40.91,22.93,9.02,81.01,1.39,0.75,0.63,0.62,0.1,0.54,1.27,41.6,0.69,10.59,3.49,32.76,2.86,4.36,3.47,0.94,-0.04,0.07,0.86,0.62,2.04,0.78,0.07, , , , , , , , , , , , , , , , , , , ,No
H. Susanto,Redohrainbri,,MF,Great Galactic Gorgons,No,No,A,22,1998,12.39,-0.01,0.81,0.13,11.04,0.76,0.1,0.1,0.05,17.75,-0.02,0.15,-0.01,0.14,-0.05,0,-0.08,-0.07,30.51,37.43,81.84,557.27,114.73,13.13,15.82,83.22,13.07,14.73,88.51,3.72,5.01,71.37,0.17,0.08,-0.01,1.01,2.62,0.35,0.07,2.51,1.69,1.34,0.76,0.68,0.29,0.34,1.45,29.36,0.88,17.47,5.04,28.95,5.64,9.31,2.49,1.54,0.07,-0.01,1.4,0.21,1.85,1.5,0.13, , , , , , , , , , , , , , , , , , , ,No
G. Sugawara,Byasier Pujan,1,FWMF,Marvelous Heels,No,Yes,D,23,1997,3.19,0.62,2.74,1.33,44.3,2.74,1.14,0.27,0.43,12.97,0.07,0.06,0.06,0.47,0.43,0.24,0.18,0.24,95.04,125.99,75.36,1254.03,230.97,67.94,83.04,81.97,22.94,30.08,76.71,2.04,4.01,49.97,-0.02,0.36,-0.39,3.97,6.07,2.95,-0.02,9.07,0.85,0.91,0,0.59,0.27,-0.04,1.58,0.06,1.51,13.77,3.73,27.26,0.55,5.57,7.43,0.32,0.38,0.06,-0.03,0.09,1.01,0.97,-0.07, , , , , , , , , , , , , , , , , , , ,No
W. Nabuuma,Byasier Pujan,,MF,Marvelous Heels,Yes,Yes,D,29,1991,33.7,0.12,0.62,0.18,16.74,0.52,0.06,0.05,0.39,25.51,0.06,-0.03,0.01,-0.01,-0.01,-0.04,0.04,-0.05,1868.99,2147.98,87.08,37115.1,11167.97,695.94,764.08,91.07,900.03,987.98,91.16,257.07,355.09,72.47,1,2.15,-1.02,24.99,246.95,22.99,3.95,198.93,2.81,1.96,0.93,1.5,0.45,0.79,2.53,29.83,1.78,19.95,6.78,34.25,5.11,11.18,3.64,1.41,0.23,0.07,1.05,2.13,4.93,2.23,-0.07, , , , , , , , , , , , , , , , , , , ,No
G. Nimusiima,Central Diasongo,,DF,Green Fleet,No,No,A,26,1994,10.21,0.03,0.26,0.08,0.06,0.29,0.08,-0.06,,10.04,0.05,0.01,0,-0.01,0.04,0.06,-0.08,0.03,48.46,53.51,90.31,1017.94,305.18,13.53,14.43,93.99,27.58,29.79,92.41,7.05,8.92,77.98,-0.04,-0.03,-0.09,-0.08,2.78,-0.01,0,2.77,0.98,0.61,0.39,0.32,0.01,0.09,0.02,99.9,0.05,5.46,2.19,40.1,2.56,2.6,0.23,1.61,1.49,0.05,0.11,2.13,3.08,5.01,-0.07, , , , , , , , , , , , , , , , , , , ,No
